name,team,bye_week,position,adp,name_normalized,match_key,year,fantasy_points,games_played
Christian McCaffrey,SF,9.0,RB,1.0,christian mccaffrey,christianmccaffrey,2024,47.8,4.0
CeeDee Lamb,DAL,7.0,WR,2.6,ceedee lamb,ceedeelamb,2024,263.4,15.0
Tyreek Hill,MIA,6.0,WR,3.2,tyreek hill,tyreekhill,2024,214.2,16.0
Bijan Robinson,ATL,12.0,RB,5.0,bijan robinson,bijanrobinson,2024,310.4,16.0
Breece Hall,NYJ,12.0,RB,5.4,breece hall,breecehall,2024,222.7,15.0
Amon-Ra St. Brown,DET,5.0,WR,6.2,amon ra st brown,amonrastbrown,2024,298.2,16.0
Ja'Marr Chase,CIN,12.0,WR,6.6,jamarr chase,jamarrchase,2024,377.4,16.0
Justin Jefferson,MIN,6.0,WR,7.0,justin jefferson,justinjefferson,2024,308.2,16.0
Saquon Barkley,PHI,5.0,RB,9.2,saquon barkley,saquonbarkley,2024,355.3,16.0
A.J. Brown,PHI,5.0,WR,10.2,aj brown,ajbrown,2024,216.9,13.0
Jonathan Taylor,IND,14.0,RB,10.4,jonathan taylor,jonathantaylor,2024,221.7,13.0
Garrett Wilson,NYJ,12.0,WR,12.4,garrett wilson,garrettwilson,2024,242.8,16.0
Jahmyr Gibbs,DET,5.0,RB,12.8,jahmyr gibbs,jahmyrgibbs,2024,316.9,16.0
Puka Nacua,LAR,6.0,WR,14.2,puka nacua,pukanacua,2024,206.6,11.0
Kyren Williams,LAR,6.0,RB,16.0,kyren williams,kyrenwilliams,2024,272.1,16.0
Marvin Harrison Jr.,ARI,11.0,WR,16.8,marvin harrison,marvinharrison,2024,179.2,16.0
Travis Etienne Jr.,JAC,12.0,RB,17.4,travis etienne,travisetienne,2024,121.2,14.0
Derrick Henry,BAL,14.0,RB,18.0,derrick henry,derrickhenry,2024,306.3,16.0
Isiah Pacheco,KC,6.0,RB,20.2,isiah pacheco,isiahpacheco,2024,56.9,7.0
Davante Adams,LAR,6.0,WR,22.0,davante adams,davanteadams,2024,220.5,13.0
Josh Allen,BUF,12.0,QB,24.2,josh allen,joshallen,2024,372.3,16.0
Travis Kelce,KC,6.0,TE,25.2,travis kelce,traviskelce,2024,195.4,16.0
Drake London,ATL,12.0,WR,25.6,drake london,drakelondon,2024,240.1,16.0
Chris Olave,NO,12.0,WR,26.2,chris olave,chrisolave,2024,76.7,8.0
De'Von Achane,MIA,6.0,RB,27.4,devon achane,devonachane,2024,281.8,16.0
Josh Jacobs,GB,10.0,RB,28.2,josh jacobs,joshjacobs,2024,281.5,16.0
Nico Collins,HOU,14.0,WR,28.2,nico collins,nicocollins,2024,195.8,11.0
Patrick Mahomes II,KC,6.0,QB,29.0,patrick mahomes,patrickmahomes,2024,281.8,16.0
James Cook,BUF,12.0,RB,31.0,james cook,jamescook,2024,257.9,15.0
Mike Evans,TB,11.0,WR,31.2,mike evans,mikeevans,2024,222.5,13.0
Jalen Hurts,PHI,5.0,QB,31.2,jalen hurts,jalenhurts,2024,315.1,15.0
Rachaad White,TB,11.0,RB,31.6,rachaad white,rachaadwhite,2024,199.6,15.0
Sam LaPorta,DET,5.0,TE,31.8,sam laporta,samlaporta,2024,161.3,15.0
Deebo Samuel Sr.,WAS,14.0,WR,32.0,deebo samuel,deebosamuel,2024,153.6,15.0
Brandon Aiyuk,SF,9.0,WR,34.0,brandon aiyuk,brandonaiyuk,2024,62.4,7.0
Michael Pittman Jr.,IND,14.0,WR,34.6,michael pittman,michaelpittman,2024,152.6,15.0
Cooper Kupp,SEA,10.0,WR,34.8,cooper kupp,cooperkupp,2024,175.0,12.0
Lamar Jackson,BAL,14.0,QB,37.2,lamar jackson,lamarjackson,2024,407.4,16.0
Joe Mixon,HOU,14.0,RB,38.6,joe mixon,joemixon,2024,236.7,13.0
Alvin Kamara,NO,12.0,RB,39.6,alvin kamara,alvinkamara,2024,265.3,14.0
DK Metcalf,PIT,9.0,WR,41.2,dk metcalf,dkmetcalf,2024,176.9,14.0
Kenneth Walker III,SEA,10.0,RB,41.4,kenneth walker,kennethwalker,2024,181.2,11.0
Jaylen Waddle,MIA,6.0,WR,42.6,jaylen waddle,jaylenwaddle,2024,140.6,14.0
Stefon Diggs,NE,14.0,WR,43.0,stefon diggs,stefondiggs,2024,121.4,8.0
DJ Moore,CHI,7.0,WR,43.6,dj moore,djmoore,2024,216.0,16.0
DeVonta Smith,PHI,5.0,WR,44.0,devonta smith,devontasmith,2024,199.4,13.0
Mark Andrews,BAL,14.0,TE,45.8,mark andrews,markandrews,2024,173.4,16.0
Trey McBride,ARI,11.0,TE,46.4,trey mcbride,treymcbride,2024,230.3,15.0
Malik Nabers,NYG,11.0,WR,48.6,malik nabers,maliknabers,2024,256.2,14.0
C.J. Stroud,HOU,14.0,QB,48.6,cj stroud,cjstroud,2024,214.4,16.0
Dalton Kincaid,BUF,12.0,TE,53.6,dalton kincaid,daltonkincaid,2024,100.8,13.0
James Conner,ARI,11.0,RB,56.0,james conner,jamesconner,2024,253.8,16.0
George Kittle,SF,9.0,TE,56.6,george kittle,georgekittle,2024,231.9,14.0
Amari Cooper,FA,0.0,WR,56.8,amari cooper,amaricooper,2024,122.7,14.0
Anthony Richardson Sr.,IND,14.0,QB,57.6,anthony richardson,anthonyrichardson,2024,162.5,11.0
Aaron Jones Sr.,MIN,6.0,RB,59.2,aaron jones,aaronjones,2024,229.1,16.0
George Pickens,DAL,7.0,WR,59.6,george pickens,georgepickens,2024,163.4,13.0
D'Andre Swift,CHI,7.0,RB,60.6,dandre swift,dandreswift,2024,202.0,16.0
Joe Burrow,CIN,12.0,QB,61.8,joe burrow,joeburrow,2024,359.8,16.0
David Montgomery,DET,5.0,RB,61.8,david montgomery,davidmontgomery,2024,217.6,14.0
Tee Higgins,CIN,12.0,WR,62.2,tee higgins,teehiggins,2024,212.8,11.0
Zay Flowers,BAL,14.0,WR,63.2,zay flowers,zayflowers,2024,206.4,16.0
Kyle Pitts,ATL,12.0,TE,64.2,kyle pitts,kylepitts,2024,127.7,16.0
Tank Dell,HU,14.0,WR,65.0,tank dell,tankdell,2024,140.0,14.0
Evan Engram,DEN,14.0,TE,65.0,evan engram,evanengram,2024,89.5,9.0
Zamir White,LV,10.0,RB,66.6,zamir white,zamirwhite,2024,29.3,8.0
Rhamondre Stevenson,NE,14.0,RB,66.6,rhamondre stevenson,rhamondrestevenson,2024,175.9,15.0
Rashee Rice,KC,6.0,WR,67.6,rashee rice,rasheerice,2024,64.9,4.0
Dak Prescott,DAL,7.0,QB,68.4,dak prescott,dakprescott,2024,116.5,8.0
Kyler Murray,ARI,11.0,QB,70.2,kyler murray,kylermurray,2024,269.4,16.0
Najee Harris,LAC,5.0,RB,70.8,najee harris,najeeharris,2024,189.0,16.0
Jordan Love,GB,10.0,QB,71.4,jordan love,jordanlove,2024,231.1,14.0
Terry McLaurin,WAS,14.0,WR,71.6,terry mclaurin,terrymclaurin,2024,247.6,16.0
Calvin Ridley,TEN,5.0,WR,74.4,calvin ridley,calvinridley,2024,188.9,16.0
Christian Kirk,HU,14.0,WR,74.6,christian kirk,christiankirk,2024,70.9,8.0
Raheem Mostert,LV,10.0,RB,74.6,raheem mostert,raheemmostert,2024,70.9,12.0
Chris Godwin,TB,11.0,WR,76.2,chris godwin,chrisgodwin,2024,137.8,7.0
Keenan Allen,FA,0.0,WR,79.4,keenan allen,keenanallen,2024,180.9,14.0
Javonte Williams,DAL,7.0,RB,81.2,javonte williams,javontewilliams,2024,147.1,16.0
Jake Ferguson,DAL,7.0,TE,81.6,jake ferguson,jakeferguson,2024,101.2,13.0
Tony Pollard,TEN,5.0,RB,81.8,tony pollard,tonypollard,2024,194.5,15.0
David Njoku,CLE,10.0,TE,84.2,david njoku,davidnjoku,2024,148.5,11.0
Jayden Reed,GB,10.0,WR,87.2,jayden reed,jaydenreed,2024,191.9,16.0
Diontae Johnson,CLE,10.0,WR,88.2,diontae johnson,diontaejohnson,2024,85.9,11.0
Xavier Worthy,KC,6.0,WR,90.0,xavier worthy,xavierworthy,2024,187.2,16.0
Austin Ekeler,WAS,14.0,RB,91.0,austin ekeler,austinekeler,2024,127.1,11.0
Brock Purdy,SF,9.0,QB,91.8,brock purdy,brockpurdy,2024,266.9,15.0
Brian Robinson Jr.,WAS,14.0,RB,92.6,brian robinson,brianrobinson,2024,157.2,13.0
Jaylen Warren,PIT,9.0,RB,92.6,jaylen warren,jaylenwarren,2024,122.0,14.0
Devin Singletary,NYG,11.0,RB,94.4,devin singletary,devinsingletary,2024,93.9,14.0
Zack Moss,CIN,12.0,RB,98.0,zack moss,zackmoss,2024,81.9,8.0
Rome Odunze,CHI,7.0,WR,98.4,rome odunze,romeodunze,2024,141.1,16.0
Jaxon Smith-Njigba,SEA,10.0,WR,99.8,jaxon smith njigba,jaxonsmithnjigba,2024,246.3,16.0
Tyjae Spears,TEN,5.0,RB,100.2,tyjae spears,tyjaespears,2024,113.6,12.0
Brock Bowers,LV,10.0,TE,100.6,brock bowers,brockbowers,2024,247.7,16.0
Nick Chubb,HU,14.0,RB,100.8,nick chubb,nickchubb,2024,63.3,8.0
Jonathon Brooks,CAR,11.0,RB,101.4,jonathon brooks,jonathonbrooks,2024,7.5,3.0
Christian Watson,GB,10.0,WR,102.2,christian watson,christianwatson,2024,105.3,14.0
Jayden Daniels,WAS,14.0,QB,102.6,jayden daniels,jaydendaniels,2024,351.6,16.0
Keon Coleman,BUF,12.0,WR,104.6,keon coleman,keoncoleman,2024,105.5,12.0
Ladd McConkey,LAC,5.0,WR,105.4,ladd mcconkey,laddmcconkey,2024,224.4,15.0
DeAndre Hopkins,BAL,14.0,WR,107.6,deandre hopkins,deandrehopkins,2024,147.0,16.0
Justin Tucker,FA,0.0,K,108.4,justin tucker,justintucker,2024,-1.0,-1.0
Caleb Williams,CHI,7.0,QB,109.0,caleb williams,calebwilliams,2024,243.0,16.0
Dallas Goedert,PHI,5.0,TE,109.6,dallas goedert,dallasgoedert,2024,94.1,9.0
Marquise Brown,KC,6.0,WR,110.2,marquise brown,marquisebrown,2024,18.1,2.0
Jordan Addison,MIN,6.0,WR,110.4,jordan addison,jordanaddison,2024,211.5,14.0
Chase Brown,CIN,12.0,RB,111.2,chase brown,chasebrown,2024,255.0,16.0
Harrison Butker,KC,6.0,K,112.2,harrison butker,harrisonbutker,2024,-1.0,-1.0
Courtland Sutton,DEN,14.0,WR,112.4,courtland sutton,courtlandsutton,2024,214.3,16.0
Jerome Ford,CLE,10.0,RB,113.0,jerome ford,jeromeford,2024,134.0,14.0
Ezekiel Elliott,FA,0.0,RB,113.2,ezekiel elliott,ezekielelliott,2024,57.5,15.0
Brandon Aubrey,DAL,7.0,K,113.4,brandon aubrey,brandonaubrey,2024,-1.0,-1.0
Gus Edwards,FA,0.0,RB,113.6,gus edwards,gusedwards,2024,64.1,11.0
Tua Tagovailoa,MIA,6.0,QB,115.8,tua tagovailoa,tuatagovailoa,2024,181.6,11.0
San Francisco 49ers,DST,9.0,DST,116.0,san francisco 49ers,sanfrancisco49ers,2024,-1.0,-1.0
Jared Goff,DET,5.0,QB,116.0,jared goff,jaredgoff,2024,307.5,16.0
Brian Thomas Jr.,JAC,12.0,WR,116.2,brian thomas,brianthomas,2024,266.7,16.0
Jameson Williams,DET,5.0,WR,120.2,jameson williams,jamesonwilliams,2024,202.8,14.0
Dalton Schultz,HOU,14.0,TE,125.6,dalton schultz,daltonschultz,2024,112.3,16.0
T.J. Hockenson,MIN,6.0,TE,126.4,tj hockenson,tjhockenson,2024,83.6,9.0
Blake Corum,LAR,6.0,RB,128.0,blake corum,blakecorum,2024,30.3,16.0
Dallas Cowboys,DST,7.0,DST,128.0,dallas cowboys,dallascowboys,2024,-1.0,-1.0
Baltimore Ravens,DST,14.0,DST,128.2,baltimore ravens,baltimoreravens,2024,-1.0,-1.0
New York Jets,DST,12.0,DST,128.4,new york jets,newyorkjets,2024,-1.0,-1.0
Trevor Lawrence,JAC,12.0,QB,129.4,trevor lawrence,trevorlawrence,2024,145.7,10.0
Justin Herbert,LAC,5.0,QB,130.8,justin herbert,justinherbert,2024,257.4,16.0
Khalil Shakir,BUF,12.0,WR,132.0,khalil shakir,khalilshakir,2024,182.5,15.0
Chuba Hubbard,CAR,11.0,RB,132.4,chuba hubbard,chubahubbard,2024,241.6,15.0
J.K. Dobbins,DEN,14.0,RB,132.4,jk dobbins,jkdobbins,2024,181.3,12.0
Trey Benson,ARI,11.0,RB,133.6,trey benson,treybenson,2024,47.0,13.0
Cleveland Browns,DST,10.0,DST,134.6,cleveland browns,clevelandbrowns,2024,-1.0,-1.0
Pat Freiermuth,PIT,9.0,TE,135.4,pat freiermuth,patfreiermuth,2024,145.8,16.0
Aaron Rodgers,PIT,9.0,QB,136.2,aaron rodgers,aaronrodgers,2024,231.6,16.0
Tyler Lockett,TEN,5.0,WR,139.4,tyler lockett,tylerlockett,2024,116.2,16.0
Younghoe Koo,ATL,12.0,K,140.0,younghoe koo,younghoekoo,2024,-1.0,-1.0
Cole Kmet,CHI,7.0,TE,141.0,cole kmet,colekmet,2024,118.1,16.0
Romeo Doubs,GB,10.0,WR,142.0,romeo doubs,romeodoubs,2024,132.1,13.0
Kirk Cousins,ATL,12.0,QB,142.6,kirk cousins,kirkcousins,2024,176.3,14.0
Jakobi Meyers,LV,10.0,WR,143.6,jakobi meyers,jakobimeyers,2024,190.7,14.0
Curtis Samuel,BUF,12.0,WR,143.6,curtis samuel,curtissamuel,2024,51.5,13.0
Jerry Jeudy,CLE,10.0,WR,143.8,jerry jeudy,jerryjeudy,2024,228.6,16.0
Jake Elliott,PHI,5.0,K,145.4,jake elliott,jakeelliott,2024,-1.0,-1.0
Zach Charbonnet,SEA,10.0,RB,147.4,zach charbonnet,zachcharbonnet,2024,177.8,16.0
Ka'imi Fairbairn,HOU,14.0,K,149.0,kaimi fairbairn,kaimifairbairn,2024,-1.0,-1.0
Evan McPherson,CIN,12.0,K,149.2,evan mcpherson,evanmcpherson,2024,-1.0,-1.0
Mike Williams,LAC,5.0,WR,149.8,mike williams,mikewilliams,2024,53.3,17.0
Matthew Stafford,LAR,6.0,QB,150.6,matthew stafford,matthewstafford,2024,214.6,16.0
Rico Dowdle,CAR,11.0,RB,150.8,rico dowdle,ricodowdle,2024,181.4,15.0
Joshua Palmer,BUF,12.0,WR,151.4,joshua palmer,joshuapalmer,2024,107.4,15.0
Jake Moody,SF,9.0,K,156.6,jake moody,jakemoody,2024,-1.0,-1.0
Tyler Allgeier,ATL,12.0,RB,156.8,tyler allgeier,tylerallgeier,2024,97.3,16.0
Pittsburgh Steelers,DST,9.0,DST,158.6,pittsburgh steelers,pittsburghsteelers,2024,-1.0,-1.0
Dustin Hopkins,CLE,10.0,K,159.5,dustin hopkins,dustinhopkins,2024,-1.0,-1.0
Cincinnati Bengals,DST,12.0,DST,159.8,cincinnati bengals,cincinnatibengals,2024,-1.0,-1.0
Kansas City Chiefs,DST,6.0,DST,160.0,kansas city chiefs,kansascitychiefs,2024,-1.0,-1.0
Ty Chandler,MIN,6.0,RB,160.8,ty chandler,tychandler,2024,28.4,16.0
Adam Thielen,CAR,11.0,WR,161.0,adam thielen,adamthielen,2024,130.1,9.0
Jaleel McLaughlin,DEN,14.0,RB,162.0,jaleel mclaughlin,jaleelmclaughlin,2024,90.4,15.0
Deshaun Watson,CLE,10.0,QB,163.8,deshaun watson,deshaunwatson,2024,76.7,7.0
Taysom Hill,N,12.0,QB,164.5,taysom hill,taysomhill,2024,60.6,8.0
Buffalo Bills,DST,12.0,DST,164.8,buffalo bills,buffalobills,2024,-1.0,-1.0
Baker Mayfield,TB,11.0,QB,166.6,baker mayfield,bakermayfield,2024,344.2,16.0
Cameron Dicker,LAC,5.0,K,166.8,cameron dicker,camerondicker,2024,-1.0,-1.0
Gabe Davis ,FA,0.0,WR,168.8,gabe davis,gabedavis,2024,53.9,10.0
Brandin Cooks,NO,12.0,WR,169.2,brandin cooks,brandincooks,2024,65.6,9.0
Luke Musgrave,GB,10.0,TE,169.8,luke musgrave,lukemusgrave,2024,8.6,6.0
Jaylen Wright,MIA,6.0,RB,169.8,jaylen wright,jaylenwright,2024,27.1,14.0
Adonai Mitchell,IND,14.0,WR,170.6,adonai mitchell,adonaimitchell,2024,52.8,16.0
Miami Dolphins,DST,6.0,DST,171.6,miami dolphins,miamidolphins,2024,-1.0,-1.0
Antonio Gibson,NE,14.0,RB,173.8,antonio gibson,antoniogibson,2024,93.3,16.0
Xavier Legette,CAR,11.0,WR,178.6,xavier legette,xavierlegette,2024,119.1,15.0
Philadelphia Eagles,DST,5.0,DST,178.6,philadelphia eagles,philadelphiaeagles,2024,-1.0,-1.0
Isaiah Likely,BAL,14.0,TE,180.2,isaiah likely,isaiahlikely,2024,116.9,15.0
Greg Zuerlein,FA,0.0,K,181.8,greg zuerlein,gregzuerlein,2024,-1.0,-1.0
Tyler Conklin,LAC,5.0,TE,182.0,tyler conklin,tylerconklin,2024,112.3,15.0
MarShawn Lloyd,GB,10.0,RB,182.0,marshawn lloyd,marshawnlloyd,2024,2.8,1.0
Dontayvion Wicks,GB,10.0,WR,182.2,dontayvion wicks,dontayvionwicks,2024,100.6,16.0
Darnell Mooney,ATL,12.0,WR,183.2,darnell mooney,darnellmooney,2024,193.2,16.0
Tyler Bass,BUF,12.0,K,183.4,tyler bass,tylerbass,2024,-1.0,-1.0
Houston Texans,DST,14.0,DST,184.0,houston texans,houstontexans,2024,-1.0,-1.0
Ja'Lynn Polk,NE,14.0,WR,184.2,jalynn polk,jalynnpolk,2024,32.7,15.0
Bo Nix,DEN,14.0,QB,184.6,bo nix,bonix,2024,276.5,16.0
Chris Boswell,PIT,9.0,K,186.5,chris boswell,chrisboswell,2024,-1.0,-1.0
Arizona Cardinals,DST,11.0,DST,186.5,arizona cardinals,arizonacardinals,2024,-1.0,-1.0
Chicago Bears,DST,7.0,DST,187.4,chicago bears,chicagobears,2024,-1.0,-1.0
Ricky Pearsall,SF,9.0,WR,187.5,ricky pearsall,rickypearsall,2024,74.6,10.0
Jordan Mason,MIN,6.0,RB,187.5,jordan mason,jordanmason,2024,115.0,12.0
Rashid Shaheed,N,12.0,WR,187.6,rashid shaheed,rashidshaheed,2024,75.8,6.0
Bucky Irving,TB,11.0,RB,191.0,bucky irving,buckyirving,2024,227.9,16.0
Denver Broncos,DST,14.0,DST,191.3,denver broncos,denverbroncos,2024,-1.0,-1.0
Khalil Herbert,IND,14.0,RB,192.2,khalil herbert,khalilherbert,2024,16.2,13.0
Geno Smith,LV,10.0,QB,192.4,geno smith,genosmith,2024,239.7,16.0
Hunter Henry,NE,14.0,TE,193.0,hunter henry,hunterhenry,2024,145.4,16.0
New Orleans Saints,DST,12.0,DST,193.8,new orleans saints,neworleanssaints,2024,-1.0,-1.0
Will Levis,TEN,5.0,QB,195.4,will levis,willlevis,2024,108.1,11.0
Cade Otton,TB,11.0,TE,196.0,cade otton,cadeotton,2024,140.6,14.0
Jason Myers,SEA,10.0,K,196.4,jason myers,jasonmyers,2024,-1.0,-1.0
Tampa Bay Buccaneers,DST,11.0,DST,197.6,tampa bay buccaneers,tampabaybuccaneers,2024,-1.0,-1.0
Braelon Allen,NYJ,12.0,RB,198.5,braelon allen,braelonallen,2024,80.9,16.0
Jason Sanders,MIA,6.0,K,199.4,jason sanders,jasonsanders,2024,-1.0,-1.0
Malachi Corley,NYJ,12.0,WR,199.5,malachi corley,malachicorley,2024,5.2,9.0
Josh Downs,IND,14.0,WR,200.5,josh downs,joshdowns,2024,164.1,13.0
Daniel Carlson,LV,10.0,K,200.8,daniel carlson,danielcarlson,2024,-1.0,-1.0
Matt Gay,WAS,14.0,K,201.0,matt gay,mattgay,2024,-1.0,-1.0
Jahan Dotson,PHI,5.0,WR,201.0,jahan dotson,jahandotson,2024,25.5,16.0
Tom Brady,FA,0.0,QB,202.0,tom brady,tombrady,2024,-1.0,-1.0
Cairo Santos,CHI,7.0,K,202.0,cairo santos,cairosantos,2024,-1.0,-1.0
Chig Okonkwo,TEN,5.0,TE,202.5,chig okonkwo,chigokonkwo,2024,-1.0,-1.0
DeMario Douglas,NE,14.0,WR,203.0,demario douglas,demariodouglas,2024,142.3,16.0
Ray Davis,BUF,12.0,RB,205.5,ray davis,raydavis,2024,101.6,16.0
Seattle Seahawks,DST,10.0,DST,205.6,seattle seahawks,seattleseahawks,2024,-1.0,-1.0
Detroit Lions,DST,5.0,DST,206.0,detroit lions,detroitlions,2024,-1.0,-1.0
Kimani Vidal,LAC,5.0,RB,207.3,kimani vidal,kimanividal,2024,32.7,9.0
Dalvin Cook,FA,0.0,RB,208.0,dalvin cook,dalvincook,2024,4.0,2.0
Atlanta Falcons,DST,12.0,DST,208.3,atlanta falcons,atlantafalcons,2024,-1.0,-1.0
Las Vegas Raiders,DST,10.0,DST,211.8,las vegas raiders,lasvegasraiders,2024,-1.0,-1.0
Dawson Knox,BUF,12.0,TE,212.3,dawson knox,dawsonknox,2024,59.1,16.0
Quentin Johnston,LAC,5.0,WR,212.7,quentin johnston,quentinjohnston,2024,143.1,14.0
Darren Waller,FA,0.0,TE,213.5,darren waller,darrenwaller,2024,-1.0,-1.0
Jake Bates,DET,5.0,K,214.0,jake bates,jakebates,2024,-1.0,-1.0
Dameon Pierce,HOU,14.0,RB,215.0,dameon pierce,dameonpierce,2024,19.9,10.0
Jermaine Burton,CIN,12.0,WR,215.3,jermaine burton,jermaineburton,2024,14.7,14.0
Ben Sinnott,WAS,14.0,TE,215.7,ben sinnott,bensinnott,2024,13.8,16.0
Roman Wilson,PIT,9.0,WR,215.7,roman wilson,romanwilson,2024,0.0,1.0
Bryce Young,CAR,11.0,QB,216.5,bryce young,bryceyoung,2024,158.6,13.0
Tyrone Tracy Jr.,NYG,11.0,RB,217.0,tyrone tracy,tyronetracy,2024,173.7,16.0
Matt Prater,FA,0.0,K,217.0,matt prater,mattprater,2024,-1.0,-1.0
Washington Commanders,DST,14.0,DST,217.3,washington commanders,washingtoncommanders,2024,-1.0,-1.0
Derek Carr,FA,0.0,QB,218.0,derek carr,derekcarr,2024,150.9,10.0
Indianapolis Colts,DST,14.0,DST,218.8,indianapolis colts,indianapoliscolts,2024,-1.0,-1.0
Will Reichard,MIN,6.0,K,220.3,will reichard,willreichard,2024,-1.0,-1.0
Justin Fields,NYJ,12.0,QB,221.0,justin fields,justinfields,2024,119.1,10.0
